District,Date,Month,Year,Visitors
Jogulamba Gadwal ,12-01-2019,December,2019,11
Kamareddy ,01-01-2019,January,2019,0
Kamareddy ,02-01-2019,February,2019,0
Kamareddy ,03-01-2019,March,2019,0
Kamareddy ,04-01-2019,April,2019,0
Kamareddy ,05-01-2019,May,2019,0
Kamareddy ,06-01-2019,June,2019,0
Kamareddy ,07-01-2019,July,2019,0
Kamareddy ,08-01-2019,August,2019,0
Kamareddy ,09-01-2019,September,2019,0
Kamareddy ,10-01-2019,October,2019,0
Kamareddy ,11-01-2019,November,2019,0
Kamareddy ,12-01-2019,December,2019,0
Karimnagar ,01-01-2019,January,2019,0
Karimnagar ,02-01-2019,February,2019,0
Karimnagar ,03-01-2019,March,2019,0
Karimnagar ,04-01-2019,April,2019,0
Karimnagar ,05-01-2019,May,2019,0
Karimnagar ,06-01-2019,June,2019,0
Karimnagar ,07-01-2019,July,2019,0
Karimnagar ,08-01-2019,August,2019,0
Karimnagar ,09-01-2019,September,2019,0
Karimnagar ,10-01-2019,October,2019,0
Karimnagar ,11-01-2019,November,2019,0
Karimnagar ,12-01-2019,December,2019,0
Khammam,01-01-2019,January,2019,0
Khammam,02-01-2019,February,2019,0
Khammam,03-01-2019,March,2019,0
Khammam,04-01-2019,April,2019,0
Khammam,05-01-2019,May,2019,0
Khammam,06-01-2019,June,2019,0
Khammam,07-01-2019,July,2019,0
Khammam,08-01-2019,August,2019,0
Khammam,09-01-2019,September,2019,0
Khammam,10-01-2019,October,2019,0
Khammam,11-01-2019,November,2019,0
Khammam,12-01-2019,December,2019,0
Komaram Bheem Asifabad,01-01-2019,January,2019,0
Komaram Bheem Asifabad,02-01-2019,February,2019,0
Komaram Bheem Asifabad,03-01-2019,March,2019,0
Komaram Bheem Asifabad,04-01-2019,April,2019,0
Komaram Bheem Asifabad,05-01-2019,May,2019,0
Komaram Bheem Asifabad,06-01-2019,June,2019,0
Komaram Bheem Asifabad,07-01-2019,July,2019,0
Komaram Bheem Asifabad,08-01-2019,August,2019,0
Komaram Bheem Asifabad,09-01-2019,September,2019,0
Komaram Bheem Asifabad,10-01-2019,October,2019,0
Komaram Bheem Asifabad,11-01-2019,November,2019,0
Komaram Bheem Asifabad,12-01-2019,December,2019,0
Mahabubabad ,01-01-2019,January,2019,0
Mahabubabad ,02-01-2019,February,2019,0
Mahabubabad ,03-01-2019,March,2019,0
Mahabubabad ,04-01-2019,April,2019,0
Mahabubabad ,05-01-2019,May,2019,0
Mahabubabad ,06-01-2019,June,2019,0
Mahabubabad ,07-01-2019,July,2019,0
Mahabubabad ,08-01-2019,August,2019,0
Mahabubabad ,09-01-2019,September,2019,0
Mahabubabad ,10-01-2019,October,2019,0
Mahabubabad ,11-01-2019,November,2019,0
Mahabubabad ,12-01-2019,December,2019,0
Mahbubnagar,01-01-2019,January,2019,45
Mahbubnagar,02-01-2019,February,2019,29
Mahbubnagar,03-01-2019,March,2019,28
Mahbubnagar,04-01-2019,April,2019,34
Mahbubnagar,05-01-2019,May,2019,20
Mahbubnagar,06-01-2019,June,2019,28
Mahbubnagar,07-01-2019,July,2019,47
Mahbubnagar,08-01-2019,August,2019,44
Mahbubnagar,09-01-2019,September,2019,34
Mahbubnagar,10-01-2019,October,2019,37
Mahbubnagar,11-01-2019,November,2019,68
Mahbubnagar,12-01-2019,December,2019,26
Mancherial,01-01-2019,January,2019,0
Mancherial,02-01-2019,February,2019,0
Mancherial,03-01-2019,March,2019,0
Mancherial,04-01-2019,April,2019,0
Mancherial,05-01-2019,May,2019,0
Mancherial,06-01-2019,June,2019,0
Mancherial,07-01-2019,July,2019,0
Mancherial,08-01-2019,August,2019,0
Mancherial,09-01-2019,September,2019,0
Mancherial,10-01-2019,October,2019,0
Mancherial,11-01-2019,November,2019,10
Mancherial,12-01-2019,December,2019,0
Medak ,01-01-2019,January,2019,0
Medak ,02-01-2019,February,2019,0
Medak ,03-01-2019,March,2019,0
Medak ,04-01-2019,April,2019,0
Medak ,05-01-2019,May,2019,0
Medak ,06-01-2019,June,2019,0
Medak ,07-01-2019,July,2019,0
Medak ,08-01-2019,August,2019,0
Medak ,09-01-2019,September,2019,0
Medak ,10-01-2019,October,2019,0
Medak ,11-01-2019,November,2019,0
Medak ,12-01-2019,December,2019,0
Medchal ,01-01-2019,January,2019,NULL
Medchal ,02-01-2019,February,2019,NULL
Medchal ,03-01-2019,March,2019,NULL
Medchal ,04-01-2019,April,2019,NULL
Medchal ,05-01-2019,May,2019,NULL
Medchal ,06-01-2019,June,2019,NULL
Medchal ,07-01-2019,July,2019,NULL
Medchal ,08-01-2019,August,2019,NULL
Medchal ,09-01-2019,September,2019,NULL
Medchal ,10-01-2019,October,2019,NULL
Medchal ,11-01-2019,November,2019,NULL
Medchal ,12-01-2019,December,2019,NULL
Mulugu,01-01-2019,January,2019,0
Mulugu,02-01-2019,February,2019,45
Mulugu,03-01-2019,March,2019,40
Mulugu,04-01-2019,April,2019,40
Mulugu,05-01-2019,May,2019,40
Mulugu,06-01-2019,June,2019,50
Mulugu,07-01-2019,July,2019,55
Mulugu,08-01-2019,August,2019,50
Mulugu,09-01-2019,September,2019,60
Mulugu,10-01-2019,October,2019,60
Mulugu,11-01-2019,November,2019,70
Mulugu,12-01-2019,December,2019,65
Nagarkurnool ,01-01-2019,January,2019,35
Nagarkurnool ,02-01-2019,February,2019,15
Nagarkurnool ,03-01-2019,March,2019,14
Nagarkurnool ,04-01-2019,April,2019,18
Nagarkurnool ,05-01-2019,May,2019,14
Nagarkurnool ,06-01-2019,June,2019,14
Nagarkurnool ,07-01-2019,July,2019,17
Nagarkurnool ,08-01-2019,August,2019,22
Nagarkurnool ,09-01-2019,September,2019,7
Nagarkurnool ,10-01-2019,October,2019,3
Nagarkurnool ,11-01-2019,November,2019,30
Nagarkurnool ,12-01-2019,December,2019,10
Nalgonda,01-01-2019,January,2019,0
Nalgonda,02-01-2019,February,2019,0
Nalgonda,03-01-2019,March,2019,0
Nalgonda,04-01-2019,April,2019,0
Nalgonda,05-01-2019,May,2019,0
Nalgonda,06-01-2019,June,2019,0
Nalgonda,07-01-2019,July,2019,0
Nalgonda,08-01-2019,August,2019,0
Nalgonda,09-01-2019,September,2019,0
Nalgonda,10-01-2019,October,2019,0
Nalgonda,11-01-2019,November,2019,0
Nalgonda,12-01-2019,December,2019,0
Narayanpet,01-01-2019,January,2019,0
Narayanpet,02-01-2019,February,2019,0
Narayanpet,03-01-2019,March,2019,0
Narayanpet,04-01-2019,April,2019,0
Narayanpet,05-01-2019,May,2019,0
Narayanpet,06-01-2019,June,2019,0
Narayanpet,07-01-2019,July,2019,0
Narayanpet,08-01-2019,August,2019,0
Narayanpet,09-01-2019,September,2019,0
Narayanpet,10-01-2019,October,2019,0
Narayanpet,11-01-2019,November,2019,0
Narayanpet,12-01-2019,December,2019,5
Nirmal,01-01-2019,January,2019,0
Nirmal,02-01-2019,February,2019,0
Nirmal,03-01-2019,March,2019,0
Nirmal,04-01-2019,April,2019,0
Nirmal,05-01-2019,May,2019,0
Nirmal,06-01-2019,June,2019,0
Nirmal,07-01-2019,July,2019,0
Nirmal,08-01-2019,August,2019,0
Nirmal,09-01-2019,September,2019,0
Nirmal,10-01-2019,October,2019,0
Nirmal,11-01-2019,November,2019,0
Nirmal,12-01-2019,December,2019,0
Nizamabad,01-01-2019,January,2019,0
Nizamabad,02-01-2019,February,2019,1
Nizamabad,03-01-2019,March,2019,0
Nizamabad,04-01-2019,April,2019,0
Nizamabad,05-01-2019,May,2019,0
Nizamabad,06-01-2019,June,2019,0
Nizamabad,07-01-2019,July,2019,0
Nizamabad,08-01-2019,August,2019,0
Nizamabad,09-01-2019,September,2019,0
Nizamabad,10-01-2019,October,2019,0
Nizamabad,11-01-2019,November,2019,0
Nizamabad,12-01-2019,December,2019,0
Peddapalli,01-01-2019,January,2019,0
Peddapalli,02-01-2019,February,2019,0
Peddapalli,03-01-2019,March,2019,0
Peddapalli,04-01-2019,April,2019,0
Peddapalli,05-01-2019,May,2019,0
Peddapalli,06-01-2019,June,2019,0
Peddapalli,07-01-2019,July,2019,0
Peddapalli,08-01-2019,August,2019,0
Peddapalli,09-01-2019,September,2019,0
Peddapalli,10-01-2019,October,2019,0
Peddapalli,11-01-2019,November,2019,0
Peddapalli,12-01-2019,December,2019,0
Rajanna Sircilla ,01-01-2019,January,2019,0
Rajanna Sircilla ,02-01-2019,February,2019,0
Rajanna Sircilla ,03-01-2019,March,2019,0
Rajanna Sircilla ,04-01-2019,April,2019,0
Rajanna Sircilla ,05-01-2019,May,2019,0
Rajanna Sircilla ,06-01-2019,June,2019,0
Rajanna Sircilla ,07-01-2019,July,2019,0
Rajanna Sircilla ,08-01-2019,August,2019,0
Rajanna Sircilla ,09-01-2019,September,2019,0
Rajanna Sircilla ,10-01-2019,October,2019,0
Rajanna Sircilla ,11-01-2019,November,2019,0
Rajanna Sircilla ,12-01-2019,December,2019,0
Ranga Reddy,01-01-2019,January,2019,NULL
Ranga Reddy,02-01-2019,February,2019,NULL
Ranga Reddy,03-01-2019,March,2019,NULL
Ranga Reddy,04-01-2019,April,2019,NULL
Ranga Reddy,05-01-2019,May,2019,NULL
Ranga Reddy,06-01-2019,June,2019,NULL
Ranga Reddy,07-01-2019,July,2019,NULL
Ranga Reddy,08-01-2019,August,2019,NULL
Ranga Reddy,09-01-2019,September,2019,NULL
Ranga Reddy,10-01-2019,October,2019,NULL
Ranga Reddy,11-01-2019,November,2019,NULL
Ranga Reddy,12-01-2019,December,2019,NULL
Sangareddy ,01-01-2019,January,2019,0
Sangareddy ,02-01-2019,February,2019,0
Sangareddy ,03-01-2019,March,2019,0
Sangareddy ,04-01-2019,April,2019,0
Sangareddy ,05-01-2019,May,2019,0
Sangareddy ,06-01-2019,June,2019,0
Sangareddy ,07-01-2019,July,2019,0
Sangareddy ,08-01-2019,August,2019,0
Sangareddy ,09-01-2019,September,2019,0
Sangareddy ,10-01-2019,October,2019,0
Sangareddy ,11-01-2019,November,2019,0
Sangareddy ,12-01-2019,December,2019,0
Siddipet,01-01-2019,January,2019,0
Siddipet,02-01-2019,February,2019,0
Siddipet,03-01-2019,March,2019,0
Siddipet,04-01-2019,April,2019,0
Siddipet,05-01-2019,May,2019,0
Siddipet,06-01-2019,June,2019,0
Siddipet,07-01-2019,July,2019,0
Siddipet,08-01-2019,August,2019,0
Siddipet,09-01-2019,September,2019,0
Siddipet,10-01-2019,October,2019,0
Siddipet,11-01-2019,November,2019,0
Siddipet,12-01-2019,December,2019,0
Suryapet,01-01-2019,January,2019,0
Suryapet,02-01-2019,February,2019,0
Suryapet,03-01-2019,March,2019,0
Suryapet,04-01-2019,April,2019,0
Suryapet,05-01-2019,May,2019,0
Suryapet,06-01-2019,June,2019,0
Suryapet,07-01-2019,July,2019,0
Suryapet,08-01-2019,August,2019,0
Suryapet,09-01-2019,September,2019,0
Suryapet,10-01-2019,October,2019,0
Suryapet,11-01-2019,November,2019,0
Suryapet,12-01-2019,December,2019,0
Vikarabad,01-01-2019,January,2019,NULL
Vikarabad,02-01-2019,February,2019,NULL
Vikarabad,03-01-2019,March,2019,NULL
Vikarabad,04-01-2019,April,2019,NULL
Vikarabad,05-01-2019,May,2019,NULL
Vikarabad,06-01-2019,June,2019,NULL
Vikarabad,07-01-2019,July,2019,NULL
Vikarabad,08-01-2019,August,2019,NULL
Vikarabad,09-01-2019,September,2019,NULL
Vikarabad,10-01-2019,October,2019,NULL
Vikarabad,11-01-2019,November,2019,NULL
Vikarabad,12-01-2019,December,2019,NULL
Wanaparthy ,01-01-2019,January,2019,0
Wanaparthy ,02-01-2019,February,2019,0
Wanaparthy ,03-01-2019,March,2019,0
Wanaparthy ,04-01-2019,April,2019,0
Wanaparthy ,05-01-2019,May,2019,0
Wanaparthy ,06-01-2019,June,2019,0
Wanaparthy ,07-01-2019,July,2019,0
Wanaparthy ,08-01-2019,August,2019,0
Wanaparthy ,09-01-2019,September,2019,0
Wanaparthy ,10-01-2019,October,2019,0
Wanaparthy ,11-01-2019,November,2019,0
Wanaparthy ,12-01-2019,December,2019,0
Warangal (Rural),01-01-2019,January,2019,0
Warangal (Rural),02-01-2019,February,2019,0
Warangal (Rural),03-01-2019,March,2019,0
Warangal (Rural),04-01-2019,April,2019,0
Warangal (Rural),05-01-2019,May,2019,0
Warangal (Rural),06-01-2019,June,2019,0
Warangal (Rural),07-01-2019,July,2019,0
Warangal (Rural),08-01-2019,August,2019,0
Warangal (Rural),09-01-2019,September,2019,0
Warangal (Rural),10-01-2019,October,2019,0
Warangal (Rural),11-01-2019,November,2019,0
Warangal (Rural),12-01-2019,December,2019,0
Warangal (Urban),01-01-2019,January,2019,175
Warangal (Urban),02-01-2019,February,2019,200
Warangal (Urban),03-01-2019,March,2019,200
Warangal (Urban),04-01-2019,April,2019,190
Warangal (Urban),05-01-2019,May,2019,175
Warangal (Urban),06-01-2019,June,2019,195
Warangal (Urban),07-01-2019,July,2019,185
Warangal (Urban),08-01-2019,August,2019,230
Warangal (Urban),09-01-2019,September,2019,240
Warangal (Urban),10-01-2019,October,2019,220
Warangal (Urban),11-01-2019,November,2019,230
Warangal (Urban),12-01-2019,December,2019,210
Yadadri Bhongir,01-01-2019,January,2019,0
Yadadri Bhongir,02-01-2019,February,2019,0
Yadadri Bhongir,03-01-2019,March,2019,0
Yadadri Bhongir,04-01-2019,April,2019,0
Yadadri Bhongir,05-01-2019,May,2019,0
Yadadri Bhongir,06-01-2019,June,2019,0
Yadadri Bhongir,07-01-2019,July,2019,0
Yadadri Bhongir,08-01-2019,August,2019,0
Yadadri Bhongir,09-01-2019,September,2019,0
Yadadri Bhongir,10-01-2019,October,2019,0
Yadadri Bhongir,11-01-2019,November,2019,0
Yadadri Bhongir,12-01-2019,December,2019,0
