District,Date,Month,Year,Visitors
Jangaon ,11-01-2019,November,2019,28410
Jangaon ,12-01-2019,December,2019,28460
Jayashankar Bhoopalpally,01-01-2019,January,2019,197475
Jayashankar Bhoopalpally,02-01-2019,February,2019,33500
Jayashankar Bhoopalpally,03-01-2019,March,2019,37500
Jayashankar Bhoopalpally,04-01-2019,April,2019,38500
Jayashankar Bhoopalpally,05-01-2019,May,2019,30800
Jayashankar Bhoopalpally,06-01-2019,June,2019,40500
Jayashankar Bhoopalpally,07-01-2019,July,2019,45500
Jayashankar Bhoopalpally,08-01-2019,August,2019,45000
Jayashankar Bhoopalpally,09-01-2019,September,2019,50500
Jayashankar Bhoopalpally,10-01-2019,October,2019,46000
Jayashankar Bhoopalpally,11-01-2019,November,2019,51500
Jayashankar Bhoopalpally,12-01-2019,December,2019,45800
Jogulamba Gadwal ,01-01-2019,January,2019,146477
Jogulamba Gadwal ,02-01-2019,February,2019,481116
Jogulamba Gadwal ,03-01-2019,March,2019,155035
Jogulamba Gadwal ,04-01-2019,April,2019,82350
Jogulamba Gadwal ,05-01-2019,May,2019,154629
Jogulamba Gadwal ,06-01-2019,June,2019,155035
Jogulamba Gadwal ,07-01-2019,July,2019,114988
Jogulamba Gadwal ,08-01-2019,August,2019,123775
Jogulamba Gadwal ,09-01-2019,September,2019,131510
Jogulamba Gadwal ,10-01-2019,October,2019,152911
Jogulamba Gadwal ,11-01-2019,November,2019,128120
Jogulamba Gadwal ,12-01-2019,December,2019,182344
Kamareddy ,01-01-2019,January,2019,42
Kamareddy ,02-01-2019,February,2019,41
Kamareddy ,03-01-2019,March,2019,45
Kamareddy ,04-01-2019,April,2019,41
Kamareddy ,05-01-2019,May,2019,46
Kamareddy ,06-01-2019,June,2019,41
Kamareddy ,07-01-2019,July,2019,50
Kamareddy ,08-01-2019,August,2019,50
Kamareddy ,09-01-2019,September,2019,41
Kamareddy ,10-01-2019,October,2019,46
Kamareddy ,11-01-2019,November,2019,46
Kamareddy ,12-01-2019,December,2019,45
Karimnagar ,01-01-2019,January,2019,10285
Karimnagar ,02-01-2019,February,2019,6480
Karimnagar ,03-01-2019,March,2019,6634
Karimnagar ,04-01-2019,April,2019,5623
Karimnagar ,05-01-2019,May,2019,3393
Karimnagar ,06-01-2019,June,2019,3871
Karimnagar ,07-01-2019,July,2019,5192
Karimnagar ,08-01-2019,August,2019,5480
Karimnagar ,09-01-2019,September,2019,8735
Karimnagar ,10-01-2019,October,2019,6799
Karimnagar ,11-01-2019,November,2019,7101
Karimnagar ,12-01-2019,December,2019,7898
Khammam,01-01-2019,January,2019,123550
Khammam,02-01-2019,February,2019,98471
Khammam,03-01-2019,March,2019,91340
Khammam,04-01-2019,April,2019,135920
Khammam,05-01-2019,May,2019,130971
Khammam,06-01-2019,June,2019,127270
Khammam,07-01-2019,July,2019,103260
Khammam,08-01-2019,August,2019,111374
Khammam,09-01-2019,September,2019,133754
Khammam,10-01-2019,October,2019,128625
Khammam,11-01-2019,November,2019,104380
Khammam,12-01-2019,December,2019,124525
Komaram Bheem Asifabad,01-01-2019,January,2019,2476
Komaram Bheem Asifabad,02-01-2019,February,2019,1449
Komaram Bheem Asifabad,03-01-2019,March,2019,1212
Komaram Bheem Asifabad,04-01-2019,April,2019,663
Komaram Bheem Asifabad,05-01-2019,May,2019,493
Komaram Bheem Asifabad,06-01-2019,June,2019,506
Komaram Bheem Asifabad,07-01-2019,July,2019,1287
Komaram Bheem Asifabad,08-01-2019,August,2019,2572
Komaram Bheem Asifabad,09-01-2019,September,2019,1629
Komaram Bheem Asifabad,10-01-2019,October,2019,1943
Komaram Bheem Asifabad,11-01-2019,November,2019,2176
Komaram Bheem Asifabad,12-01-2019,December,2019,2783
Mahabubabad ,01-01-2019,January,2019,13480
Mahabubabad ,02-01-2019,February,2019,13545
Mahabubabad ,03-01-2019,March,2019,13490
Mahabubabad ,04-01-2019,April,2019,12980
Mahabubabad ,05-01-2019,May,2019,11970
Mahabubabad ,06-01-2019,June,2019,11460
Mahabubabad ,07-01-2019,July,2019,13470
Mahabubabad ,08-01-2019,August,2019,12190
Mahabubabad ,09-01-2019,September,2019,13210
Mahabubabad ,10-01-2019,October,2019,12260
Mahabubabad ,11-01-2019,November,2019,12470
Mahabubabad ,12-01-2019,December,2019,12360
Mahbubnagar,01-01-2019,January,2019,168127
Mahbubnagar,02-01-2019,February,2019,798978
Mahbubnagar,03-01-2019,March,2019,173686
Mahbubnagar,04-01-2019,April,2019,183302
Mahbubnagar,05-01-2019,May,2019,175222
Mahbubnagar,06-01-2019,June,2019,175881
Mahbubnagar,07-01-2019,July,2019,100445
Mahbubnagar,08-01-2019,August,2019,104831
Mahbubnagar,09-01-2019,September,2019,141421
Mahbubnagar,10-01-2019,October,2019,130264
Mahbubnagar,11-01-2019,November,2019,234134
Mahbubnagar,12-01-2019,December,2019,148964
Mancherial,01-01-2019,January,2019,18420
Mancherial,02-01-2019,February,2019,26325
Mancherial,03-01-2019,March,2019,16253
Mancherial,04-01-2019,April,2019,23026
Mancherial,05-01-2019,May,2019,26616
Mancherial,06-01-2019,June,2019,24593
Mancherial,07-01-2019,July,2019,22303
Mancherial,08-01-2019,August,2019,21191
Mancherial,09-01-2019,September,2019,24079
Mancherial,10-01-2019,October,2019,20867
Mancherial,11-01-2019,November,2019,29312
Mancherial,12-01-2019,December,2019,16835
Medak ,01-01-2019,January,2019,400000
Medak ,02-01-2019,February,2019,600000
Medak ,03-01-2019,March,2019,1000000
Medak ,04-01-2019,April,2019,650000
Medak ,05-01-2019,May,2019,400000
Medak ,06-01-2019,June,2019,300000
Medak ,07-01-2019,July,2019,350000
Medak ,08-01-2019,August,2019,349900
Medak ,09-01-2019,September,2019,350400
Medak ,10-01-2019,October,2019,350000
Medak ,11-01-2019,November,2019,351560
Medak ,12-01-2019,December,2019,350710
Medchal ,01-01-2019,January,2019,NULL
Medchal ,02-01-2019,February,2019,NULL
Medchal ,03-01-2019,March,2019,NULL
Medchal ,04-01-2019,April,2019,NULL
Medchal ,05-01-2019,May,2019,NULL
Medchal ,06-01-2019,June,2019,NULL
Medchal ,07-01-2019,July,2019,NULL
Medchal ,08-01-2019,August,2019,NULL
Medchal ,09-01-2019,September,2019,NULL
Medchal ,10-01-2019,October,2019,NULL
Medchal ,11-01-2019,November,2019,NULL
Medchal ,12-01-2019,December,2019,NULL
Mulugu,01-01-2019,January,2019,0
Mulugu,02-01-2019,February,2019,159685
Mulugu,03-01-2019,March,2019,156650
Mulugu,04-01-2019,April,2019,152610
Mulugu,05-01-2019,May,2019,154590
Mulugu,06-01-2019,June,2019,163530
Mulugu,07-01-2019,July,2019,167755
Mulugu,08-01-2019,August,2019,171100
Mulugu,09-01-2019,September,2019,172960
Mulugu,10-01-2019,October,2019,172560
Mulugu,11-01-2019,November,2019,173770
Mulugu,12-01-2019,December,2019,175165
Nagarkurnool ,01-01-2019,January,2019,228847
Nagarkurnool ,02-01-2019,February,2019,286273
Nagarkurnool ,03-01-2019,March,2019,184522
Nagarkurnool ,04-01-2019,April,2019,121478
Nagarkurnool ,05-01-2019,May,2019,184386
Nagarkurnool ,06-01-2019,June,2019,184522
Nagarkurnool ,07-01-2019,July,2019,93467
Nagarkurnool ,08-01-2019,August,2019,118032
Nagarkurnool ,09-01-2019,September,2019,175719
Nagarkurnool ,10-01-2019,October,2019,196163
Nagarkurnool ,11-01-2019,November,2019,121455
Nagarkurnool ,12-01-2019,December,2019,198647
Nalgonda,01-01-2019,January,2019,21284
Nalgonda,02-01-2019,February,2019,13697
Nalgonda,03-01-2019,March,2019,8467
Nalgonda,04-01-2019,April,2019,7202
Nalgonda,05-01-2019,May,2019,26338
Nalgonda,06-01-2019,June,2019,5558
Nalgonda,07-01-2019,July,2019,19783
Nalgonda,08-01-2019,August,2019,7473
Nalgonda,09-01-2019,September,2019,5230
Nalgonda,10-01-2019,October,2019,5290
Nalgonda,11-01-2019,November,2019,7177
Nalgonda,12-01-2019,December,2019,13419
Narayanapet,01-01-2019,January,2019,NULL
Narayanapet,02-01-2019,February,2019,NULL
Narayanapet,03-01-2019,March,2019,NULL
Narayanapet,04-01-2019,April,2019,NULL
Narayanapet,05-01-2019,May,2019,NULL
Narayanapet,06-01-2019,June,2019,NULL
Narayanapet,07-01-2019,July,2019,68842
Narayanapet,08-01-2019,August,2019,72249
Narayanapet,09-01-2019,September,2019,62841
Narayanapet,10-01-2019,October,2019,58213
Narayanapet,11-01-2019,November,2019,62750
Narayanapet,12-01-2019,December,2019,64355
Narayanpet,01-01-2019,January,2019,0
Narayanpet,02-01-2019,February,2019,0
Narayanpet,03-01-2019,March,2019,0
Narayanpet,04-01-2019,April,2019,0
Narayanpet,05-01-2019,May,2019,0
Narayanpet,06-01-2019,June,2019,0
Narayanpet,07-01-2019,July,2019,0
Narayanpet,08-01-2019,August,2019,0
Narayanpet,09-01-2019,September,2019,0
Narayanpet,10-01-2019,October,2019,0
Narayanpet,11-01-2019,November,2019,0
Narayanpet,12-01-2019,December,2019,5
Nirmal,01-01-2019,January,2019,313675
Nirmal,02-01-2019,February,2019,443898
Nirmal,03-01-2019,March,2019,424964
Nirmal,04-01-2019,April,2019,327971
Nirmal,05-01-2019,May,2019,149705
Nirmal,06-01-2019,June,2019,349747
Nirmal,07-01-2019,July,2019,359495
Nirmal,08-01-2019,August,2019,334646
Nirmal,09-01-2019,September,2019,299827
Nirmal,10-01-2019,October,2019,263412
Nirmal,11-01-2019,November,2019,253388
Nirmal,12-01-2019,December,2019,296050
Nizamabad,01-01-2019,January,2019,878
Nizamabad,02-01-2019,February,2019,916
Nizamabad,03-01-2019,March,2019,938
Nizamabad,04-01-2019,April,2019,958
Nizamabad,05-01-2019,May,2019,1193
Nizamabad,06-01-2019,June,2019,686
Nizamabad,07-01-2019,July,2019,990
Nizamabad,08-01-2019,August,2019,1004
Nizamabad,09-01-2019,September,2019,6572
Nizamabad,10-01-2019,October,2019,8849
Nizamabad,11-01-2019,November,2019,11950
Nizamabad,12-01-2019,December,2019,11400
Peddapalli,01-01-2019,January,2019,1055
Peddapalli,02-01-2019,February,2019,1157
Peddapalli,03-01-2019,March,2019,895
Peddapalli,04-01-2019,April,2019,942
Peddapalli,05-01-2019,May,2019,802
Peddapalli,06-01-2019,June,2019,735
Peddapalli,07-01-2019,July,2019,1085
Peddapalli,08-01-2019,August,2019,1505
Peddapalli,09-01-2019,September,2019,1785
Peddapalli,10-01-2019,October,2019,2080
Peddapalli,11-01-2019,November,2019,2225
Peddapalli,12-01-2019,December,2019,2315
Rajanna Sircilla ,01-01-2019,January,2019,6188298
Rajanna Sircilla ,02-01-2019,February,2019,1015550
Rajanna Sircilla ,03-01-2019,March,2019,1444971
Rajanna Sircilla ,04-01-2019,April,2019,1148062
Rajanna Sircilla ,05-01-2019,May,2019,1018131
Rajanna Sircilla ,06-01-2019,June,2019,1128849
Rajanna Sircilla ,07-01-2019,July,2019,422961
Rajanna Sircilla ,08-01-2019,August,2019,586118
Rajanna Sircilla ,09-01-2019,September,2019,501293
Rajanna Sircilla ,10-01-2019,October,2019,646492
Rajanna Sircilla ,11-01-2019,November,2019,1259371
Rajanna Sircilla ,12-01-2019,December,2019,1472801
Ranga Reddy,01-01-2019,January,2019,NULL
Ranga Reddy,02-01-2019,February,2019,NULL
Ranga Reddy,03-01-2019,March,2019,NULL
Ranga Reddy,04-01-2019,April,2019,NULL
Ranga Reddy,05-01-2019,May,2019,NULL
Ranga Reddy,06-01-2019,June,2019,NULL
Ranga Reddy,07-01-2019,July,2019,NULL
Ranga Reddy,08-01-2019,August,2019,NULL
Ranga Reddy,09-01-2019,September,2019,NULL
Ranga Reddy,10-01-2019,October,2019,NULL
Ranga Reddy,11-01-2019,November,2019,NULL
Ranga Reddy,12-01-2019,December,2019,NULL
Sangareddy ,01-01-2019,January,2019,144000
Sangareddy ,02-01-2019,February,2019,148000
Sangareddy ,03-01-2019,March,2019,747000
Sangareddy ,04-01-2019,April,2019,205000
Sangareddy ,05-01-2019,May,2019,133000
Sangareddy ,06-01-2019,June,2019,347000
Sangareddy ,07-01-2019,July,2019,467000
Sangareddy ,08-01-2019,August,2019,466150
Sangareddy ,09-01-2019,September,2019,468350
Sangareddy ,10-01-2019,October,2019,467470
Sangareddy ,11-01-2019,November,2019,481720
Sangareddy ,12-01-2019,December,2019,478470
Siddipet,01-01-2019,January,2019,140793
Siddipet,02-01-2019,February,2019,199549
Siddipet,03-01-2019,March,2019,204600
Siddipet,04-01-2019,April,2019,184412
Siddipet,05-01-2019,May,2019,110500
Siddipet,06-01-2019,June,2019,1037000
Siddipet,07-01-2019,July,2019,179320
Siddipet,08-01-2019,August,2019,190750
Siddipet,09-01-2019,September,2019,122550
Siddipet,10-01-2019,October,2019,191330
Siddipet,11-01-2019,November,2019,209130
Siddipet,12-01-2019,December,2019,217930
Suryapet,01-01-2019,January,2019,0
Suryapet,02-01-2019,February,2019,0
Suryapet,03-01-2019,March,2019,0
Suryapet,04-01-2019,April,2019,0
Suryapet,05-01-2019,May,2019,0
Suryapet,06-01-2019,June,2019,0
Suryapet,07-01-2019,July,2019,0
Suryapet,08-01-2019,August,2019,0
Suryapet,09-01-2019,September,2019,0
Suryapet,10-01-2019,October,2019,0
Suryapet,11-01-2019,November,2019,0
Suryapet,12-01-2019,December,2019,0
Vikarabad,01-01-2019,January,2019,NULL
Vikarabad,02-01-2019,February,2019,NULL
Vikarabad,03-01-2019,March,2019,NULL
Vikarabad,04-01-2019,April,2019,NULL
Vikarabad,05-01-2019,May,2019,NULL
Vikarabad,06-01-2019,June,2019,NULL
Vikarabad,07-01-2019,July,2019,NULL
Vikarabad,08-01-2019,August,2019,NULL
Vikarabad,09-01-2019,September,2019,NULL
Vikarabad,10-01-2019,October,2019,NULL
Vikarabad,11-01-2019,November,2019,NULL
Vikarabad,12-01-2019,December,2019,NULL
Wanaparthy ,01-01-2019,January,2019,28131
Wanaparthy ,02-01-2019,February,2019,22342
Wanaparthy ,03-01-2019,March,2019,20050
Wanaparthy ,04-01-2019,April,2019,23749
Wanaparthy ,05-01-2019,May,2019,20010
Wanaparthy ,06-01-2019,June,2019,20050
Wanaparthy ,07-01-2019,July,2019,32625
Wanaparthy ,08-01-2019,August,2019,35860
Wanaparthy ,09-01-2019,September,2019,21375
Wanaparthy ,10-01-2019,October,2019,21234
Wanaparthy ,11-01-2019,November,2019,32657
Wanaparthy ,12-01-2019,December,2019,20556
Warangal (Rural),01-01-2019,January,2019,28700
Warangal (Rural),02-01-2019,February,2019,28800
Warangal (Rural),03-01-2019,March,2019,29000
Warangal (Rural),04-01-2019,April,2019,26900
Warangal (Rural),05-01-2019,May,2019,24900
Warangal (Rural),06-01-2019,June,2019,27100
Warangal (Rural),07-01-2019,July,2019,28600
Warangal (Rural),08-01-2019,August,2019,31600
Warangal (Rural),09-01-2019,September,2019,32600
Warangal (Rural),10-01-2019,October,2019,31100
Warangal (Rural),11-01-2019,November,2019,32150
Warangal (Rural),12-01-2019,December,2019,32050
Warangal (Urban),01-01-2019,January,2019,151720
Warangal (Urban),02-01-2019,February,2019,157955
Warangal (Urban),03-01-2019,March,2019,154505
Warangal (Urban),04-01-2019,April,2019,150615
Warangal (Urban),05-01-2019,May,2019,143405
Warangal (Urban),06-01-2019,June,2019,144595
Warangal (Urban),07-01-2019,July,2019,145625
Warangal (Urban),08-01-2019,August,2019,148260
Warangal (Urban),09-01-2019,September,2019,151310
Warangal (Urban),10-01-2019,October,2019,147670
Warangal (Urban),11-01-2019,November,2019,154110
Warangal (Urban),12-01-2019,December,2019,147910
Yadadri Bhongir,01-01-2019,January,2019,479293
Yadadri Bhongir,02-01-2019,February,2019,56525
Yadadri Bhongir,03-01-2019,March,2019,481923
Yadadri Bhongir,04-01-2019,April,2019,441150
Yadadri Bhongir,05-01-2019,May,2019,345790
Yadadri Bhongir,06-01-2019,June,2019,370566
Yadadri Bhongir,07-01-2019,July,2019,332770
Yadadri Bhongir,08-01-2019,August,2019,389010
Yadadri Bhongir,09-01-2019,September,2019,366862
Yadadri Bhongir,10-01-2019,October,2019,381860
Yadadri Bhongir,11-01-2019,November,2019,365990
Yadadri Bhongir,12-01-2019,December,2019,477635
